id,type,class
853,KITCHEN,1_open@2@1
854,STORAGE,1_open@1@1
855,TOILET,1_open@2@1
856,SLEEPING,1_open@1@3
857,CORRIDOR,1_open@0@1
858,TOILET,1_open@2@1
859,BATH,1_open@1@1
860,CORRIDOR,1_open@0@3
861,SLEEPING,1_open@1@1
862,BATH,1_open@1@1
863,CORRIDOR,1_open@1@5
864,BATH,1_open@2@1
865,ROOM,1_open@2@2
866,BATH,1_open@2@2
867,CORRIDOR,1_open@0@1
868,STORAGE,1_open@2@1
869,BATH,1_open@2@1
870,ROOM,1_open@1@2
871,CORRIDOR,1_open@0@2
872,STORAGE,1_open@1@1
873,CORRIDOR,1_open@1@1
874,CORRIDOR,1_open@0@2
875,SLEEPING,1_open@1@3
876,TOILET,1_open@2@1
877,BATH,1_open@2@1
878,CORRIDOR,1_open@1@1
879,CORRIDOR,1_open@0@2
880,SLEEPING,1_open@1@3
881,TOILET,1_open@2@1
882,KITCHEN,1_open@2@1
883,TOILET,1_open@1@1
884,CORRIDOR,1_open@0@4
885,WORKING,1_open@1@2
886,EXTERIOR,1_open@2@2
887,EXTERIOR,1_open@1@3
888,EXTERIOR,1_open@2@1
889,STORAGE,1_open@1@1
890,CORRIDOR,1_open@0@1
891,CORRIDOR,1_open@1@3
892,EXTERIOR,1_open@3@1
893,TOILET,1_open@2@2
894,CHILDREN,1_open@2@2
895,BATH,1_open@3@1
896,CORRIDOR,1_open@0@4
897,TOILET,1_open@1@1
898,CORRIDOR,1_open@1@1
899,KITCHEN,1_open@1@2
900,ROOM,1_open@2@1
901,STORAGE,1_open@1@1
902,BATH,1_open@2@1
903,CHILDREN,1_open@1@2
904,CORRIDOR,1_open@0@2
905,STORAGE,1_open@1@1
906,CORRIDOR,1_open@1@1
907,CORRIDOR,1_open@0@4
908,CHILDREN,1_open@1@2
909,TOILET,1_open@2@1
910,BATH,1_open@1@1
911,STORAGE,1_open@1@1
912,CORRIDOR,1_open@0@2
913,EXTERIOR,1_open@1@2
914,BATH,1_open@3@1
915,WORKING,1_open@2@2
916,STORAGE,1_open@1@1
917,TOILET,1_open@1@1
918,CORRIDOR,1_open@0@4
919,CORRIDOR,1_open@1@1
920,LIVING,1_open@1@1
921,STORAGE,1_open@1@1
922,BATH,1_open@1@1
923,CORRIDOR,1_open@0@3
924,SLEEPING,1_open@1@1
925,BATH,1_open@1@1
926,TOILET,1_open@1@1
927,CORRIDOR,1_open@0@3
928,CORRIDOR,1_open@1@1
929,ROOM,1_open@1@1
930,TOILET,1_open@1@1
931,CORRIDOR,1_open@0@3
932,CORRIDOR,1_open@1@1
933,WORKING,1_open@1@1
934,CORRIDOR,1_open@0@2
935,LIVING,1_open@1@3
936,BATH,1_open@2@1
937,STORAGE,1_open@1@1
938,EXTERIOR,1_open@2@1
939,TOILET,1_open@1@1
940,CORRIDOR,1_open@0@4
941,CORRIDOR,1_open@2@1
942,CORRIDOR,1_open@1@2
943,KITCHEN,1_open@1@2
944,SLEEPING,1_open@2@1
945,STORAGE,1_open@1@1
946,TOILET,1_open@1@1
947,CORRIDOR,1_open@0@3
948,ROOM,1_open@1@2
949,EXTERIOR,1_open@2@2
950,EXTERIOR,1_open@1@3
951,EXTERIOR,1_open@2@1
952,TOILET,1_open@1@1
953,CORRIDOR,1_open@0@3
954,WORKING,1_open@1@1
955,BATH,1_open@1@1
956,TOILET,1_open@2@1
957,ROOM,1_open@1@3
958,CORRIDOR,1_open@0@1
959,KITCHEN,1_open@2@1
960,TOILET,1_open@1@1
961,CORRIDOR,1_open@0@3
962,SLEEPING,1_open@1@2
963,TOILET,1_open@1@2
964,CORRIDOR,1_open@0@1
965,CORRIDOR,1_open@1@3
966,EXTERIOR,1_open@4@1
967,BATH,1_open@3@2
968,SLEEPING,1_open@2@3
969,BATH,1_open@3@1
970,STORAGE,1_open@2@1
971,BATH,1_open@2@1
972,CHILDREN,1_open@1@3
973,EXTERIOR,1_open@2@1
974,CORRIDOR,1_open@0@2
975,STORAGE,1_open@1@1
976,BATH,1_open@2@1
977,LIVING,1_open@1@3
978,EXTERIOR,1_open@2@1
979,CORRIDOR,1_open@0@1
980,BATH,1_open@2@1
981,WORKING,1_open@1@3
982,EXTERIOR,1_open@2@1
983,CORRIDOR,1_open@0@1
984,TOILET,1_open@1@1
985,CORRIDOR,1_open@0@3
986,CHILDREN,1_open@1@2
987,EXTERIOR,1_open@2@2
988,EXTERIOR,1_open@1@3
989,EXTERIOR,1_open@2@1
990,CORRIDOR,1_open@0@1
991,CORRIDOR,1_open@1@2
992,EXTERIOR,1_open@4@1
993,TOILET,1_open@3@2
994,SLEEPING,1_open@2@3
995,BATH,1_open@3@1
996,BATH,1_open@1@1
997,CORRIDOR,1_open@0@3
998,SLEEPING,1_open@1@1
999,BATH,1_open@1@1
1000,CORRIDOR,1_open@0@1
1001,CORRIDOR,1_open@1@2
1002,EXTERIOR,1_open@4@1
1003,KITCHEN,1_open@3@2
1004,LIVING,1_open@2@3
1005,BATH,1_open@3@1
1006,CORRIDOR,1_open@1@1
1007,CORRIDOR,1_open@0@2
1008,SLEEPING,1_open@1@3
1009,TOILET,1_open@2@1
1010,BATH,1_open@2@1
1011,TOILET,1_open@2@1
1012,WORKING,1_open@1@3
1013,CORRIDOR,1_open@0@2
1014,TOILET,1_open@2@1
1015,STORAGE,1_open@1@1
1016,CORRIDOR,1_open@0@3
1017,TOILET,1_open@1@1
1018,KITCHEN,1_open@1@2
1019,ROOM,1_open@1@2
1020,BATH,1_open@1@1
1021,CORRIDOR,1_open@0@3
1022,ROOM,1_open@1@1
1023,TOILET,1_open@1@1
1024,CORRIDOR,1_open@1@1
1025,CORRIDOR,1_open@0@3
1026,CHILDREN,1_open@1@3
1027,TOILET,1_open@2@1
1028,TOILET,1_open@2@1
1029,STORAGE,1_open@1@1
1030,CORRIDOR,1_open@0@1
1031,CORRIDOR,1_open@1@3
1032,EXTERIOR,1_open@4@1
1033,TOILET,1_open@3@2
1034,SLEEPING,1_open@2@3
1035,BATH,1_open@3@1
1036,STORAGE,1_open@2@1
1037,TOILET,1_open@2@1
1038,SLEEPING,1_open@1@3
1039,CORRIDOR,1_open@0@2
1040,TOILET,1_open@2@1
1041,STORAGE,1_open@1@1
1042,TOILET,1_open@1@1
1043,CORRIDOR,1_open@0@4
1044,CORRIDOR,1_open@2@1
1045,CORRIDOR,1_open@1@2
1046,KITCHEN,1_open@1@2
1047,LIVING,1_open@2@2
1048,STORAGE,1_open@1@1
1049,EXTERIOR,1_open@3@1
1050,BATH,1_open@2@1
1051,LIVING,1_open@1@3
1052,CORRIDOR,1_open@0@1
1053,EXTERIOR,1_open@2@1
1054,TOILET,1_open@1@1
1055,CORRIDOR,1_open@0@4
1056,SLEEPING,1_open@1@2
1057,BATH,1_open@1@2
1058,STORAGE,1_open@1@1
1059,BATH,1_open@1@1
1060,CORRIDOR,1_open@0@3
1061,SLEEPING,1_open@1@1
1062,BATH,1_open@1@1
1063,BATH,1_open@2@1
1064,CHILDREN,1_open@1@2
1065,CORRIDOR,1_open@0@1
1066,CORRIDOR,1_open@1@1
1067,CORRIDOR,1_open@0@3
1068,SLEEPING,1_open@1@3
1069,TOILET,1_open@2@1
1070,BATH,1_open@2@1
1071,STORAGE,1_open@1@1
1072,TOILET,1_open@1@1
1073,CORRIDOR,1_open@0@4
1074,SLEEPING,1_open@1@1
1075,BATH,1_open@1@1
1076,STORAGE,1_open@1@1
1077,BATH,1_open@1@1
1078,CORRIDOR,1_open@0@4
1079,WORKING,1_open@1@1
1080,BATH,1_open@1@1
1081,STORAGE,1_open@1@1
1082,CORRIDOR,1_open@1@2
1083,SLEEPING,1_open@2@1
1084,BATH,1_open@1@1
1085,CORRIDOR,1_open@0@2
1086,TOILET,1_open@2@1
1087,SLEEPING,1_open@1@3
1088,CORRIDOR,1_open@0@2
1089,BATH,1_open@2@1
1090,STORAGE,1_open@1@1
1091,TOILET,1_open@1@2
1092,SLEEPING,1_open@1@2
1093,CORRIDOR,1_open@0@4
1094,TOILET,1_open@1@1
1095,BATH,1_open@1@1
1096,CORRIDOR,1_open@0@3
1097,TOILET,1_open@1@1
1098,CORRIDOR,1_open@1@1
1099,KITCHEN,1_open@1@2
1100,LIVING,1_open@2@1
1101,BATH,1_open@1@1
1102,CORRIDOR,1_open@0@4
1103,SLEEPING,1_open@1@1
1104,BATH,1_open@1@1
1105,STORAGE,1_open@1@1
1106,BATH,1_open@1@2
1107,SLEEPING,1_open@1@2
1108,CORRIDOR,1_open@0@4
1109,BATH,1_open@1@1
1110,BATH,1_open@1@1
1111,TOILET,1_open@1@1
1112,CORRIDOR,1_open@0@4
1113,ROOM,1_open@1@2
1114,KITCHEN,1_open@1@2
1115,STORAGE,1_open@1@1
1116,TOILET,1_open@1@2
1117,SLEEPING,1_open@1@2
1118,CORRIDOR,1_open@0@5
1119,TOILET,1_open@1@1
1120,BATH,1_open@1@1
1121,STORAGE,1_open@1@1
1122,CORRIDOR,1_open@1@5
1123,BATH,1_open@2@1
1124,WORKING,1_open@2@2
1125,TOILET,1_open@2@2
1126,CORRIDOR,1_open@0@1
1127,STORAGE,1_open@2@1
1128,CORRIDOR,1_open@1@1
1129,CORRIDOR,1_open@0@2
1130,ROOM,1_open@1@3
1131,TOILET,1_open@2@1
1132,TOILET,1_open@2@1
1133,CORRIDOR,1_open@0@1
1134,CORRIDOR,1_open@1@3
1135,EXTERIOR,1_open@4@1
1136,BATH,1_open@3@2
1137,SLEEPING,1_open@2@3
1138,BATH,1_open@3@1
1139,STORAGE,1_open@2@1
1140,TOILET,1_open@1@1
1141,CORRIDOR,1_open@0@3
1142,SLEEPING,1_open@1@2
1143,TOILET,1_open@1@2
1144,TOILET,1_open@2@1
1145,ROOM,1_open@1@3
1146,CORRIDOR,1_open@0@1
1147,TOILET,1_open@2@1
1148,CORRIDOR,1_open@0@1
1149,CORRIDOR,1_open@1@3
1150,EXTERIOR,1_open@4@1
1151,TOILET,1_open@3@2
1152,SLEEPING,1_open@2@3
1153,BATH,1_open@3@1
1154,STORAGE,1_open@2@1
1155,CORRIDOR,1_open@1@1
1156,CORRIDOR,1_open@0@4
1157,WORKING,1_open@1@2
1158,TOILET,1_open@2@1
1159,TOILET,1_open@1@1
1160,STORAGE,1_open@1@1
1161,CORRIDOR,1_open@1@1
1162,CORRIDOR,1_open@0@3
1163,ROOM,1_open@1@3
1164,TOILET,1_open@2@1
1165,TOILET,1_open@2@1
1166,STORAGE,1_open@1@1
1167,BATH,1_open@2@1
1168,WORKING,1_open@1@3
1169,EXTERIOR,1_open@2@1
1170,CORRIDOR,1_open@0@2
1171,STORAGE,1_open@1@1
1172,CORRIDOR,1_open@1@1
1173,CORRIDOR,1_open@0@3
1174,SLEEPING,1_open@1@2
1175,TOILET,1_open@2@1
1176,BATH,1_open@1@1
1177,BATH,1_open@1@1
1178,CORRIDOR,1_open@0@4
1179,SLEEPING,1_open@1@1
1180,BATH,1_open@1@1
1181,STORAGE,1_open@1@1
1182,BATH,1_open@2@1
1183,SLEEPING,1_open@1@2
1184,CORRIDOR,1_open@0@1
1185,BATH,1_open@2@1
1186,SLEEPING,1_open@1@3
1187,EXTERIOR,1_open@2@1
1188,CORRIDOR,1_open@0@2
1189,STORAGE,1_open@1@1
1190,BATH,1_open@1@1
1191,CORRIDOR,1_open@0@4
1192,CHILDREN,1_open@1@1
1193,TOILET,1_open@1@1
1194,STORAGE,1_open@1@1
1195,TOILET,1_open@1@1
1196,CORRIDOR,1_open@0@3
1197,CORRIDOR,1_open@1@1
1198,LIVING,1_open@1@2
1199,EXTERIOR,1_open@2@1
1200,TOILET,1_open@1@1
1201,CORRIDOR,1_open@0@3
1202,SLEEPING,1_open@1@1
1203,BATH,1_open@1@1
1204,CORRIDOR,1_open@1@1
1205,CORRIDOR,1_open@0@2
1206,ROOM,1_open@1@3
1207,TOILET,1_open@2@1
1208,TOILET,1_open@2@1
1209,CORRIDOR,1_open@0@1
1210,SLEEPING,1_open@1@2
1211,BATH,1_open@2@1
1212,CORRIDOR,1_open@0@4
1213,TOILET,1_open@1@1
1214,CORRIDOR,1_open@1@1
1215,KITCHEN,1_open@1@2
1216,LIVING,1_open@2@2
1217,STORAGE,1_open@1@1
1218,EXTERIOR,1_open@3@1
1219,BATH,1_open@1@2
1220,CHILDREN,1_open@1@2
1221,CORRIDOR,1_open@0@4
1222,BATH,1_open@1@1
1223,BATH,1_open@1@1
1224,TOILET,1_open@1@1
1225,CORRIDOR,1_open@0@3
1226,SLEEPING,1_open@1@1
1227,BATH,1_open@1@1
1228,TOILET,1_open@1@1
1229,CORRIDOR,1_open@0@4
1230,ROOM,1_open@1@2
1231,EXTERIOR,1_open@2@2
1232,EXTERIOR,1_open@1@3
1233,EXTERIOR,1_open@2@1
1234,STORAGE,1_open@1@1
1235,TOILET,1_open@1@1
1236,CORRIDOR,1_open@0@4
1237,LIVING,1_open@1@2
1238,KITCHEN,1_open@1@2
1239,STORAGE,1_open@1@1
1240,BATH,1_open@2@1
1241,CHILDREN,1_open@1@3
1242,EXTERIOR,1_open@2@1
1243,CORRIDOR,1_open@0@2
1244,STORAGE,1_open@1@1
1245,BATH,1_open@2@1
1246,LIVING,1_open@1@3
1247,CORRIDOR,1_open@0@2
1248,STORAGE,1_open@1@1
1249,EXTERIOR,1_open@2@1
1250,TOILET,1_open@2@1
1251,ROOM,1_open@1@3
1252,CORRIDOR,1_open@0@2
1253,KITCHEN,1_open@2@1
1254,STORAGE,1_open@1@1
1255,CORRIDOR,1_open@0@1
1256,CORRIDOR,1_open@1@3
1257,EXTERIOR,1_open@4@1
1258,TOILET,1_open@3@2
1259,WORKING,1_open@2@3
1260,BATH,1_open@3@1
1261,STORAGE,1_open@2@1
1262,CORRIDOR,1_open@0@4
1263,TOILET,1_open@1@1
1264,KITCHEN,1_open@1@2
1265,LIVING,1_open@1@3
1266,STORAGE,1_open@1@1
1267,EXTERIOR,1_open@2@1
1268,TOILET,1_open@2@1
1269,SLEEPING,1_open@1@3
1270,CORRIDOR,1_open@0@1
1271,TOILET,1_open@2@1
1272,TOILET,1_open@1@1
1273,CORRIDOR,1_open@0@3
1274,CORRIDOR,1_open@1@1
1275,SLEEPING,1_open@1@1
1276,CORRIDOR,1_open@1@4
1277,BATH,1_open@2@1
1278,CHILDREN,1_open@2@2
1279,BATH,1_open@2@2
1280,CORRIDOR,1_open@0@1
1281,BATH,1_open@2@1
1282,SLEEPING,1_open@1@3
1283,EXTERIOR,1_open@2@1
1284,CORRIDOR,1_open@0@1
1285,CORRIDOR,1_open@0@1
1286,CORRIDOR,1_open@1@3
1287,EXTERIOR,1_open@4@1
1288,KITCHEN,1_open@3@2
1289,LIVING,1_open@2@3
1290,BATH,1_open@3@1
1291,STORAGE,1_open@2@1
1292,TOILET,1_open@2@1
1293,WORKING,1_open@1@2
1294,CORRIDOR,1_open@0@3
1295,BATH,1_open@1@1
1296,STORAGE,1_open@1@1
1297,CORRIDOR,1_open@0@1
1298,EXTERIOR,1_open@1@2
1299,BATH,1_open@3@1
1300,WORKING,1_open@2@2
1301,BATH,1_open@2@1
1302,LIVING,1_open@1@2
1303,CORRIDOR,1_open@0@2
1304,STORAGE,1_open@1@1
1305,TOILET,1_open@1@1
1306,CORRIDOR,1_open@0@3
1307,CORRIDOR,1_open@1@1
1308,SLEEPING,1_open@1@1
1309,CORRIDOR,1_open@1@1
1310,CORRIDOR,1_open@0@3
1311,CHILDREN,1_open@1@2
1312,TOILET,1_open@2@1
1313,TOILET,1_open@1@1
1314,CORRIDOR,1_open@1@1
1315,CORRIDOR,1_open@0@2
1316,SLEEPING,1_open@1@3
1317,TOILET,1_open@2@1
1318,TOILET,1_open@2@1
1319,TOILET,1_open@2@1
1320,SLEEPING,1_open@1@3
1321,CORRIDOR,1_open@0@1
1322,KITCHEN,1_open@2@1
1323,CORRIDOR,1_open@1@5
1324,BATH,1_open@2@1
1325,CHILDREN,1_open@2@2
1326,TOILET,1_open@2@2
1327,CORRIDOR,1_open@0@1
1328,STORAGE,1_open@2@1
1329,CORRIDOR,1_open@0@1
1330,CORRIDOR,1_open@1@3
1331,EXTERIOR,1_open@4@1
1332,KITCHEN,1_open@3@2
1333,LIVING,1_open@2@3
1334,BATH,1_open@3@1
1335,STORAGE,1_open@2@1
1336,BATH,1_open@2@1
1337,CHILDREN,1_open@1@2
1338,CORRIDOR,1_open@0@1
1339,TOILET,1_open@1@1
1340,CORRIDOR,1_open@0@4
1341,SLEEPING,1_open@1@2
1342,TOILET,1_open@1@2
1343,STORAGE,1_open@1@1
1344,TOILET,1_open@1@2
1345,CHILDREN,1_open@1@2
1346,CORRIDOR,1_open@0@5
1347,TOILET,1_open@1@1
1348,BATH,1_open@1@1
1349,STORAGE,1_open@1@1
1350,TOILET,1_open@2@1
1351,SLEEPING,1_open@1@3
1352,CORRIDOR,1_open@0@2
1353,BATH,1_open@2@1
1354,STORAGE,1_open@1@1
1355,CORRIDOR,1_open@0@3
1356,TOILET,1_open@1@1
1357,KITCHEN,1_open@1@2
1358,SLEEPING,1_open@1@2
1359,TOILET,1_open@1@1
1360,CORRIDOR,1_open@0@3
1361,SLEEPING,1_open@1@2
1362,BATH,1_open@1@2
1363,TOILET,1_open@1@1
1364,CORRIDOR,1_open@0@3
1365,WORKING,1_open@1@2
1366,BATH,1_open@1@2
1367,BATH,1_open@2@1
1368,ROOM,1_open@1@3
1369,EXTERIOR,1_open@2@1
1370,CORRIDOR,1_open@0@2
1371,STORAGE,1_open@1@1
1372,TOILET,1_open@1@1
1373,CORRIDOR,1_open@0@3
1374,SLEEPING,1_open@1@2
1375,KITCHEN,1_open@1@2
1376,CORRIDOR,1_open@0@2
1377,LIVING,1_open@1@2
1378,BATH,1_open@1@2
1379,TOILET,1_open@1@1
1380,CORRIDOR,1_open@0@3
1381,SLEEPING,1_open@1@2
1382,BATH,1_open@1@2
1383,CORRIDOR,1_open@0@1
1384,CORRIDOR,1_open@1@3
1385,EXTERIOR,1_open@3@1
1386,BATH,1_open@2@2
1387,CHILDREN,1_open@2@2
1388,BATH,1_open@3@1
1389,TOILET,1_open@2@1
1390,WORKING,1_open@1@2
1391,CORRIDOR,1_open@0@3
1392,TOILET,1_open@1@1
1393,STORAGE,1_open@1@1
1394,CORRIDOR,1_open@0@1
1395,CORRIDOR,1_open@1@3
1396,EXTERIOR,1_open@4@1
1397,KITCHEN,1_open@3@2
1398,SLEEPING,1_open@2@3
1399,BATH,1_open@3@1
1400,STORAGE,1_open@2@1
1401,CORRIDOR,1_open@1@1
1402,CORRIDOR,1_open@0@3
1403,SLEEPING,1_open@1@3
1404,TOILET,1_open@2@1
1405,BATH,1_open@2@1
1406,STORAGE,1_open@1@1
1407,TOILET,1_open@2@1
1408,ROOM,1_open@1@3
1409,CORRIDOR,1_open@0@2
1410,TOILET,1_open@2@1
1411,STORAGE,1_open@1@1
1412,CORRIDOR,1_open@1@4
1413,BATH,1_open@2@1
1414,SLEEPING,1_open@2@2
1415,BATH,1_open@2@2
1416,CORRIDOR,1_open@0@1
1417,CORRIDOR,1_open@1@1
1418,CORRIDOR,1_open@0@3
1419,ROOM,1_open@1@3
1420,TOILET,1_open@2@1
1421,KITCHEN,1_open@2@1
1422,STORAGE,1_open@1@1
1423,CORRIDOR,1_open@1@1
1424,CORRIDOR,1_open@0@2
1425,WORKING,1_open@1@3
1426,TOILET,1_open@2@1
1427,BATH,1_open@2@1
1428,BATH,1_open@2@1
1429,CHILDREN,1_open@1@2
1430,CORRIDOR,1_open@0@1
1431,CORRIDOR,1_open@1@5
1432,BATH,1_open@2@1
1433,ROOM,1_open@2@2
1434,TOILET,1_open@2@2
1435,CORRIDOR,1_open@0@1
1436,STORAGE,1_open@2@1
1437,TOILET,1_open@1@1
1438,CORRIDOR,1_open@0@3
1439,SLEEPING,1_open@1@2
1440,BATH,1_open@1@2
1441,CORRIDOR,1_open@1@1
1442,CORRIDOR,1_open@0@3
1443,ROOM,1_open@1@3
1444,TOILET,1_open@2@1
1445,BATH,1_open@2@1
1446,STORAGE,1_open@1@1
1447,CORRIDOR,1_open@0@1
1448,CORRIDOR,1_open@1@3
1449,EXTERIOR,1_open@3@1
1450,BATH,1_open@2@2
1451,SLEEPING,1_open@2@2
1452,BATH,1_open@3@1
1453,CORRIDOR,1_open@0@1
1454,CORRIDOR,1_open@1@3
1455,EXTERIOR,1_open@4@1
1456,BATH,1_open@3@2
1457,SLEEPING,1_open@2@3
1458,BATH,1_open@3@1
1459,STORAGE,1_open@2@1
1460,CORRIDOR,1_open@0@3
1461,TOILET,1_open@1@1
1462,CORRIDOR,1_open@1@1
1463,KITCHEN,1_open@1@2
1464,ROOM,1_open@2@1
1465,CORRIDOR,1_open@0@2
1466,WORKING,1_open@1@2
1467,BATH,1_open@2@1
1468,STORAGE,1_open@1@1
1469,BATH,1_open@1@1
1470,CORRIDOR,1_open@0@4
1471,SLEEPING,1_open@1@1
1472,BATH,1_open@1@1
1473,STORAGE,1_open@1@1
1474,CORRIDOR,1_open@0@1
1475,ROOM,1_open@1@2
1476,BATH,1_open@2@1
1477,BATH,1_open@2@1
1478,ROOM,1_open@1@3
1479,EXTERIOR,1_open@2@1
1480,CORRIDOR,1_open@0@1
1481,TOILET,1_open@2@1
1482,LIVING,1_open@1@3
1483,CORRIDOR,1_open@0@1
1484,KITCHEN,1_open@2@1
1485,BATH,1_open@2@1
1486,WORKING,1_open@1@2
1487,CORRIDOR,1_open@0@1
1488,CORRIDOR,1_open@0@4
1489,TOILET,1_open@1@1
1490,CORRIDOR,1_open@1@1
1491,KITCHEN,1_open@1@2
1492,SLEEPING,1_open@2@1
1493,STORAGE,1_open@1@1
1494,BATH,1_open@1@2
1495,WORKING,1_open@1@2
1496,CORRIDOR,1_open@0@5
1497,BATH,1_open@1@1
1498,BATH,1_open@1@1
1499,STORAGE,1_open@1@1
1500,BATH,1_open@1@2
1501,SLEEPING,1_open@2@1
1502,CORRIDOR,1_open@1@1
1503,CORRIDOR,1_open@0@2
1504,CORRIDOR,1_open@0@4
1505,TOILET,1_open@1@1
1506,KITCHEN,1_open@1@2
1507,LIVING,1_open@1@2
1508,STORAGE,1_open@1@1
1509,BATH,1_open@2@1
1510,SLEEPING,1_open@1@2
1511,CORRIDOR,1_open@0@1
1512,CORRIDOR,1_open@0@1
1513,CORRIDOR,1_open@1@2
1514,EXTERIOR,1_open@4@1
1515,BATH,1_open@3@2
1516,SLEEPING,1_open@2@3
1517,BATH,1_open@3@1
1518,BATH,1_open@1@1
1519,CORRIDOR,1_open@0@4
1520,WORKING,1_open@1@1
1521,TOILET,1_open@1@1
1522,STORAGE,1_open@1@1
1523,TOILET,1_open@1@1
1524,CORRIDOR,1_open@0@4
1525,SLEEPING,1_open@1@2
1526,TOILET,1_open@1@2
1527,STORAGE,1_open@1@1
1528,CORRIDOR,1_open@1@4
1529,BATH,1_open@2@1
1530,CHILDREN,1_open@2@2
1531,BATH,1_open@2@2
1532,CORRIDOR,1_open@0@1
1533,CORRIDOR,1_open@0@1
1534,CORRIDOR,1_open@1@3
1535,EXTERIOR,1_open@4@1
1536,BATH,1_open@3@2
1537,ROOM,1_open@2@3
1538,BATH,1_open@3@1
1539,STORAGE,1_open@2@1
1540,CORRIDOR,1_open@1@4
1541,BATH,1_open@2@1
1542,ROOM,1_open@2@2
1543,KITCHEN,1_open@2@2
1544,CORRIDOR,1_open@0@1
1545,BATH,1_open@1@1
1546,CORRIDOR,1_open@0@4
1547,ROOM,1_open@1@1
1548,BATH,1_open@1@1
1549,STORAGE,1_open@1@1
1550,CORRIDOR,1_open@1@4
1551,BATH,1_open@2@1
1552,CHILDREN,1_open@2@2
1553,TOILET,1_open@2@2
1554,CORRIDOR,1_open@0@1
1555,BATH,1_open@2@1
1556,WORKING,1_open@1@3
1557,EXTERIOR,1_open@2@1
1558,CORRIDOR,1_open@0@2
1559,STORAGE,1_open@1@1
1560,BATH,1_open@2@1
1561,SLEEPING,1_open@1@2
1562,CORRIDOR,1_open@0@1
1563,CORRIDOR,1_open@0@1
1564,CORRIDOR,1_open@1@3
1565,EXTERIOR,1_open@4@1
1566,BATH,1_open@3@2
1567,SLEEPING,1_open@2@3
1568,BATH,1_open@3@1
1569,STORAGE,1_open@2@1
1570,TOILET,1_open@1@1
1571,CORRIDOR,1_open@0@4
1572,SLEEPING,1_open@1@2
1573,TOILET,1_open@1@2
1574,STORAGE,1_open@1@1
1575,CORRIDOR,1_open@0@3
1576,SLEEPING,1_open@1@2
1577,BATH,1_open@1@2
1578,STORAGE,1_open@1@1
1579,TOILET,1_open@2@1
1580,SLEEPING,1_open@1@3
1581,CORRIDOR,1_open@0@2
1582,BATH,1_open@2@1
1583,STORAGE,1_open@1@1
1584,CORRIDOR,1_open@1@1
1585,CORRIDOR,1_open@0@4
1586,SLEEPING,1_open@1@2
1587,TOILET,1_open@2@1
1588,BATH,1_open@1@1
1589,STORAGE,1_open@1@1
1590,CORRIDOR,1_open@1@4
1591,BATH,1_open@2@1
1592,SLEEPING,1_open@2@2
1593,BATH,1_open@2@2
1594,CORRIDOR,1_open@0@1
1595,CORRIDOR,1_open@1@5
1596,BATH,1_open@2@1
1597,SLEEPING,1_open@2@2
1598,BATH,1_open@2@2
1599,CORRIDOR,1_open@0@1
1600,STORAGE,1_open@2@1
1601,BATH,1_open@2@1
1602,LIVING,1_open@1@2
1603,CORRIDOR,1_open@0@2
1604,STORAGE,1_open@1@1
1605,CORRIDOR,1_open@0@4
1606,TOILET,1_open@1@1
1607,KITCHEN,1_open@1@2
1608,SLEEPING,1_open@1@2
1609,STORAGE,1_open@1@1
1610,CORRIDOR,1_open@1@4
1611,BATH,1_open@2@1
1612,SLEEPING,1_open@2@2
1613,KITCHEN,1_open@2@2
1614,CORRIDOR,1_open@0@1
1615,CORRIDOR,1_open@1@1
1616,CORRIDOR,1_open@0@2
1617,SLEEPING,1_open@1@3
1618,TOILET,1_open@2@1
1619,BATH,1_open@2@1
1620,CORRIDOR,1_open@1@1
1621,CORRIDOR,1_open@0@4
1622,SLEEPING,1_open@1@2
1623,TOILET,1_open@2@1
1624,TOILET,1_open@1@1
1625,STORAGE,1_open@1@1
1626,CORRIDOR,1_open@0@3
1627,TOILET,1_open@1@1
1628,CORRIDOR,1_open@1@1
1629,KITCHEN,1_open@1@2
1630,SLEEPING,1_open@2@1
1631,TOILET,1_open@2@1
1632,SLEEPING,1_open@1@3
1633,CORRIDOR,1_open@0@1
1634,BATH,1_open@2@1
1635,CORRIDOR,1_open@0@4
1636,TOILET,1_open@1@1
1637,KITCHEN,1_open@1@2
1638,ROOM,1_open@1@2
1639,STORAGE,1_open@1@1
1640,CORRIDOR,1_open@0@1
1641,CHILDREN,1_open@1@2
1642,BATH,1_open@2@1
1643,TOILET,1_open@1@1
1644,CORRIDOR,1_open@0@4
1645,SLEEPING,1_open@1@2
1646,TOILET,1_open@1@2
1647,STORAGE,1_open@1@1
1648,CORRIDOR,1_open@1@1
1649,CORRIDOR,1_open@0@3
1650,CHILDREN,1_open@1@3
1651,TOILET,1_open@2@1
1652,BATH,1_open@2@1
1653,STORAGE,1_open@1@1
1654,CORRIDOR,1_open@1@1
1655,CORRIDOR,1_open@0@2
1656,WORKING,1_open@1@3
1657,TOILET,1_open@2@1
1658,BATH,1_open@2@1
1659,CORRIDOR,1_open@1@1
1660,CORRIDOR,1_open@0@4
1661,CHILDREN,1_open@1@2
1662,TOILET,1_open@2@1
1663,TOILET,1_open@1@1
1664,STORAGE,1_open@1@1
1665,CORRIDOR,1_open@0@1
1666,CORRIDOR,1_open@1@2
1667,EXTERIOR,1_open@4@1
1668,TOILET,1_open@3@2
1669,SLEEPING,1_open@2@3
1670,BATH,1_open@3@1
